Показатель,Тип,Пол,Возраст,01-09-2018,01-10-2018,01-11-2018,01-12-2018,01-01-2019,01-02-2019,01-03-2019,01-04-2019,01-05-2019,01-06-2019,01-07-2019,01-08-2019,01-09-2019
 Активные клиенты,Кредитные карты,1,55-59,845060.214324533,847858.418655406,850250.070789447,863744.056528054,887276.552773354,883729.335121399,879383.505744065,891160.73458139,892282.543986515,899477.936970253,900565.298815716,903823.21502165,906498.266725387
 Активные клиенты,Кредитные карты,1,60-69,845411.211495878,855313.264329438,864854.682123572,883178.145971112,909881.025398955,911002.19345154,911123.400645343,927918.292941476,932929.744349711,945536.116181131,952406.091277284,962392.226870673,973672.900158109
 Активные клиенты,Кредитные карты,1,От 70,32493.1315833453,33826.0213012198,35090.7958903315,36324.6845907028,40787.3061073855,40844.0483592946,41202.9375984086,42511.19341463,43476.6836220109,44679.095988872,45452.7516363166,46839.5682901285,48574.4108947061
 Объем транзакций cash,Кредитные карты,0,0-13,392714.048266924,,23031.123728169,43379.6639353961,21703.071713756,40593.240125661,8729.7441855451,18897.7401993636,43029.0080833658,407615.104225635,65641.5222644938,27516.9067315701,724.364145884251
 Объем транзакций cash,Кредитные карты,0,14-21,65911558.1265007,64566297.9252396,55542252.5203963,58760359.5034952,48150957.3694188,52073358.0714737,99326193.2664324,61481350.3068331,72376097.2585908,79195513.505921,80703175.1908909,73583717.1216874,54720507.4185057
 Объем транзакций cash,Кредитные карты,0,22-29,1997467026.89863,2006189688.29809,1935226403.68115,2013114126.05111,1690070811.52263,1793615175.90121,1943306502.8717,2091513245.1535,2124077496.79331,2039782169.0563,2106310868.72104,2022521810.18605,1652706853.39532
 Объем транзакций cash,Кредитные карты,0,30-39,6069455584.04721,6234295613.12188,5931904870.12239,6399119402.86687,5217429515.27437,5482780773.58598,6046940747.51401,6504085243.20071,6419549675.52819,6235436920.48038,6473968356.62132,6342045406.99141,5289422415.86802
 Объем транзакций cash,Кредитные карты,0,40-54,8980031002.05527,8956495361.31107,8471481891.63573,8974727528.33852,7336671039.27654,7683223193.58376,8530451771.37097,9304864395.88872,9174955228.26563,8875041178.60236,9361183185.82493,9671375351.44878,8301740258.44426
 Объем транзакций cash,Кредитные карты,0,55-59,2531515720.63635,2561692473.07575,2389831022.29303,2554283215.90949,2049167416.41314,2129840801.52778,2397403498.1247,2664260950.66892,2633048404.83242,2556810269.57355,2675646673.82013,2744535293.42148,2370228615.25755
 Объем транзакций cash,Кредитные карты,0,60-69,2456342045.14128,2537717230.32564,2379175936.70123,2570405317.67794,2089391193.0197,2139053818.82333,2452791537.64635,2801379863.6085,2735771431.26513,2665573438.95605,2853051598.66502,2910548091.88129,2632043013.64402
 Объем транзакций cash,Кредитные карты,0,От 70,183765483.034739,240709802.36701,210683253.836185,256710957.078966,183331043.912132,193122438.242669,224599951.963037,255355635.451347,269838537.485293,267227992.005877,306099560.389979,294825982.882912,301304873.841357
 Объем транзакций cash,Кредитные карты,1,0-13,,10048.8965373059,31667.7951262324,136645.941396498,40512.4005323446,13192.8030408398,24734.2751923778,10902.5424227098,43463.6445286523,541159.239014762,19116.0920936111,148446.470525576,68814.5938590038
 Объем транзакций cash,Кредитные карты,1,14-21,132764329.279775,117289346.842833,114088345.873726,105805933.931584,54223032.8479554,55467566.4403155,141423301.102278,66637833.3865525,67591205.1617596,73967164.9077495,76016184.1142139,64029285.6292457,46841422.4383624
 Объем транзакций cash,Кредитные карты,1,22-29,2772110583.46715,2877486916.3153,2718115522.07379,2890198600.37455,2499535934.70109,2591936349.99672,2739325166.89408,2815254585.64804,2815736092.52504,2744694718.87717,2777327830.35786,2599359704.2984,2047012144.69654
 Объем транзакций cash,Кредитные карты,1,30-39,9767066411.03337,9917828281.90008,9250895925.71118,10069810158.4838,8074289537.04643,8547342872.89411,9503556399.8388,9763378160.55968,9401314291.0472,9141898798.8718,9382794279.27557,9126081968.77705,7781965748.68993
 Объем транзакций cash,Кредитные карты,1,40-54,11564549368.8622,11712649285.6067,10967736508.0713,12014116618.3807,9419758306.25758,9946904997.48986,11060660932.371,11546830528.0714,11115055361.5638,11017245982.9227,11437197967.4972,11250288207.0823,10040351196.2932
