,,,,,,,,,,,,,,,,
Сумма по полю Значения2,,,ММГГ,,,,,,,,,,,,,
Показатель,Пол,Возраст,9 2018,10 2018,11 2018,12 2018,1 2019,2 2019,3 2019,4 2019,5 2019,6 2019,7 2019,8 2019,9 2019,Total Result
,,Totals,1170331287471.82,1189080982294.93,1216088381345,1205920968705.23,1247976937873.35,1260819138421.99,1298819202112.89,1322099155751.3,1365424267276.23,1393576593302.41,1420680463827.23,1445047032072.72,1475649899217.14,17011514309672.2
,,От 70,126022.369642755,399285.726126608,434270.550682656,554026.269928507,565709.373547869,519834.133532063,164491.659773498,319095.61162787,332095.566326376,331798.985785494,330400.998773746,329717.714265416,154192.498277797,4560941.45829066
,Totals Result,,1170402179068.19,1189168804364.95,1216200936519.46,1206048105059.36,1248121953810.96,1260907579510.1,1298870376578.96,1322135672702.18,1365471293054.74,1393637516449.47,1420738910319.65,1445100838077.46,1475699506213.47,17012503671729
,,,,,,,,,,,,,,,,
,Жен,???,52806906.558722,54470857.9856196,56733255.9405095,62019929.1558927,68783912.7456295,71872263.7647321,79515012.8876444,82668617.8443668,89316976.72174,97300801.0833791,96514212.9270461,108661386.2697,111162398.096014,1031826531.981
,,0-13,2596948.83748426,2478875.99547787,1530359.21206009,1376055.58848289,1450269.4396471,1357114.97258656,1629227.48693514,1712923.86476086,1541460.52249771,8469330.21615303,6468626.38962502,4805435.84750395,4261656.15746222,39678284.5306767
,,14-21,404239618.719237,449163283.124524,495797611.572847,544425738.270385,579337867.998679,618065869.696941,658510009.304493,710289971.762963,781708784.163099,860103519.450135,919180940.933299,966677971.263248,1014707035.36298,9002208221.62283
,,14-22,569960775.236124,622729845.101215,682549060.54802,727051841.769299,762969158.992463,779554623.589443,810409211.488329,809587136.015412,819487055.315323,828876123.260478,827663461.049971,811624931.176093,828526679.422612,9880989902.96478
,,22-29,42258388803.1355,43084997288.3437,44091016636.8342,44089358456.4828,45490649506.7731,46188476581.2879,47376896620.6574,48631125472.2311,50272389825.9424,51513947542.7152,52874848271.8452,53721540949.8519,54817022290.8183,624410658246.919
,,22-30,13237316894.3215,13821863757.8494,14594121353.9873,14687171312.357,15790408606.1112,16072949234.5446,16793024949.5894,17065226131.2902,18030976133.0944,18549251511.721,19131036642.8769,19635881590.265,20683467927.2847,218092696045.293
,,30-39,173368932231.253,175858811839.4,179215010798.839,177676547152.754,182656467897.632,184857296868.036,189179605232.195,192539741239.111,197846116889.678,200888190027.011,204212369703.051,207897457928.246,211965891195.927,2478162439003.13
,,30-40,24558858238.2979,25344587569.6749,26588971066.8785,26486790006.6047,28546354706.1487,29040082257.8523,30433710536.1154,30995759237.572,33139551131.8694,34374271160.6168,35363254730.9245,36581288914.1422,38772783249.9257,400226262806.623
,,40-54,212287619719.153,214716098435.334,218779378469.406,215836636777.002,220666779166.152,222146227985.859,226649703575.054,229943434605.734,236263895758.608,239930783589.43,243836958792.973,249178358156.862,254065069674.771,2984300944706.34
,,40-55,23201533920.7693,23708672129.3419,24800187177.7773,24682925524.4627,26407046212.7726,26807243945.9986,27911408944.9616,28461497168.0015,30383119132.8283,31597741919.1612,32635400796.5637,33930262344.2334,36005723325.0313,370532762541.904
,,55-59,52919570421.2621,53210992569.7888,53820371627.9052,53431266509.0881,53971791640.0876,53892826455.1048,54719936307.6832,55456575620.7127,56747265731.5834,57419613992.6234,58202552337.8908,58934339790.5374,59749020935.6294,722476123939.897
,,55-60,4034431506.25167,4106688303.9518,4273457340.59498,4313833921.74167,4542249464.58849,4580868473.47981,4788915501.10599,4922057103.30614,5207793985.68108,5437753426.17816,5632587953.87482,5850960735.97273,6183752404.60357,63875350121.3309
,,60-69,51056964809.0748,52057221745.6059,53110925306.4775,53387756287.8938,54537090911.9696,54896599098.8933,56135579715.4533,57441204978.812,59279869324.9692,60508330470.7409,61903179654.172,63264699317.8057,64470092071.6593,742049513693.527
,,60-70,3376330904.15437,3467816269.19377,3634178473.91725,3735578591.33269,3884606426.85858,3932979238.26578,4101332604.56168,4227636350.90502,4506245475.04455,4705172436.17594,4849978001.19546,5055243091.87482,5374954840.67141,54852052704.1513
,,От 70,1897542657.82109,2039716872.39038,2202251451.4139,2317011011.56343,2520306731.88515,2632376007.93247,2794187759.58183,2960413018.6699,3171770244.54716,3341405789.54168,3521419117.15286,3723811775.70344,3940951354.75009,37063163792.9534
,Жен Result,,603227094354.845,612546309643.082,626346479991.304,621979749116.067,640426292480.155,646518776019.279,662434365208.127,674248929575.833,696541047910.569,710061211639.925,724013413243.82,739665614320.052,757987387040.11,8715996670543.17
,,,,,,,,,,,,,,,,
,Муж,???,67195646.6068253,74009916.2334596,81649318.1454284,82559500.127345,83145636.8364664,88856052.5097369,91505347.6771278,93338365.4017189,95977262.0721859,106944036.730956,104443369.023475,107341440.037441,112488646.913993,1189454538.31616
,,0-13,1739779.3502145,1674543.36728415,1777311.24232471,1930835.9126497,1835443.67760826,1675033.19758823,1655952.75488392,1263501.48513058,1520150.02231556,9731081.96865682,5125613.21555555,4795083.92926121,4743809.82513465,39468139.9486078
,,14-21,259132401.085768,294656981.260502,325440446.828134,359661296.617733,404051506.451625,440786818.205321,482573503.180792,533302281.523587,583435505.061779,640801293.260247,681098129.542825,706383939.672601,713815259.29525,6425139361.98616
,,14-22,399065642.789165,438794343.911589,485949625.772507,508587476.748756,540071572.088068,565615113.169536,592399733.71465,587478880.15982,589039762.137008,584004737.592014,582513080.57665,565715454.514808,567587278.214838,7006822701.38941
,,22-29,45230471535.5612,46306762593.4893,47593014731.644,47803811396.0101,49821015756.1606,50811288002.513,52636283777.5955,54144280882.1812,55653856931.7169,56896478337.5909,58123844443.2675,58428018948.7018,58854166514.1142,682303293850.546
,,22-30,13625951391.1215,14174545323.8371,14931995159.1929,14945817117.4605,16150602550.3077,16387706669.8179,17176488655.1525,17371988645.429,18270206787.9025,18776928836.927,19335922863.7346,19747165703.6776,20627908824.2188,221523228528.78
,,30-39,189271075359.496,192514353632.752,196306109365.297,194598193370.694,201331736918.642,203890802719.735,210747092707.306,214921179094.389,220372975673.136,224171476094.769,227577560383.239,229564344004.496,232043851887.02,2737310751210.97
,,30-40,31213617292.2453,32080086986.4404,33409292788.451,32503486500.4817,35528695399.1618,35906292776.7911,37827643392.6421,38127743327.6378,40665908734.8795,42068689351.8114,43238894554.7142,44050482746.7035,46162309539.3281,492783143391.288
,,40-54,191001759566.193,193353211196.772,196916194209.33,194799402356.81,200575079800.056,202367416788.512,209159512257.294,212665510750.611,218458803995.395,222867396910.301,226934083443.287,230104668957.153,233060879681.13,2732263919912.84
,,40-55,25468709373.7654,25853360556.8911,26782613571.6935,26054882396.9232,28511015487.7848,28804719357.0419,30282275852.2912,30442783924.2826,32429066126.6506,33558701216.163,34458530684.7493,35403344477.829,37153485200.6714,395203488226.737
,,55-59,35926613453.5432,36238571195.2093,36718153534.0146,36185127943.5393,36932383912.5459,37164432898.174,38142238054.2181,38866266032.3977,39958191656.5958,40713175443.6427,41429356461.888,41726271947.7867,42179319518.6157,502180102052.171
,,55-60,3693895385.39477,3703268668.99799,3893426277.08763,3888254553.28315,4121456626.80612,4171885777.59891,4356400004.90605,4455387515.667,4732824235.47181,4923511218.28666,5068591782.93962,5162154808.04112,5471266431.63145,57642323286.1123
,,60-69,27674234620.0026,28132206241.4629,28721951425.4481,28585014823.5043,29405640361.6606,29575566593.0291,30526903556.6771,31320711680.5415,32470799574.8402,33344817282.4414,34194562774.9923,34704908584.6195,35318283536.3916,403975601055.611
,,60-70,2259008340.81015,2282019267.28915,2402060135.13478,2406293253.01446,2548687351.48786,2552542678.60786,2739202482.84543,2804408778.8103,2989947169.23661,3137025802.45898,3247721751.9314,3338905145.686,3520520002.33447,36228342159.6474
,,От 70,933540411.236424,992233365.028084,1052621327.6494,1084139216.22136,1179218801.25475,1211607065.80351,1294620282.20941,1364058536.39726,1451388124.87374,1541342003.92796,1609850297.73358,1696869192.69861,1804447148.00683,17215935773.0409
,Муж Result,,567026010199.202,576439754812.942,589622249226.931,583807162037.349,607134637124.923,613941194344.706,636056795560.464,647699702196.914,668723941689.991,683341023647.871,696592099634.835,705311370435.547,717595073277.712,8293291014189.39
,,,,,,,,,,,,,,,,
2.2.4.2 Кредитные карты. Остатки на конец месяца Result,,,2340662574943.63,2378161964589.87,2432176762690.01,2411841937410.45,2495953875746.69,2521638276843.98,2597638404225.78,2644198311502.61,2730848534552.46,2787153186604.83,2841360927654.45,2890094064145.43,2951299798434.29,34023028619344.5
,,,,,,,,,,,,,,,,
2.2.5.1 Кредитные карты. Количество транзакций cash,???,30-40,,,,,,,,,,,,4.83080558822583,,4.83080558822583
,,40-54,,,,,,,1.62148265710234,1.62038579081384,,,,,,3.24186844791618
,??? Result,,,,,,,,1.62148265710234,1.62038579081384,,,,4.83080558822583,,8.07267403614201
,,,,,,,,,,,,,,,,
,Totals,14-21,,9.63475998865165,,,4.83750777145001,,1.62148265710234,,6.45902348057571,8.10165915396252,1.62029521813358,,,32.2747282698758
,,22-29,154.707924765656,160.579333144194,144.641265628072,142.129437560962,148.350238324467,54.9349177572919,16.2148265710234,35.6484873979045,17.7623145715832,19.4439819695101,38.887085235206,40.2567132352152,12.8603484651645,986.41687462625
,,30-39,119.254025340193,131.675053178239,146.248390801718,163.125831746104,191.887808267517,105.02263688894,30.8081704849444,21.0650152805799,53.2869437147496,40.5082957698126,55.0900374165419,59.5799355881186,36.9735018373479,1154.52564631481
,,40-54,241.731132446338,282.619626333782,318.210784381759,355.323593902404,353.138067315851,227.81833540524,126.475647253982,119.908548520224,111.418155039931,87.4979188627952,137.725093541355,119.159871176237,126.995941093499,2608.0227152734
,,55-59,74.1308806168769,48.1737999432582,59.4636314248742,93.6762202106337,38.7000621716001,32.3146575042894,12.9718612568187,21.0650152805799,19.3770704417271,24.3049774618876,24.3044282720038,12.8821482352689,9.64526134887336,471.010014168692
,,60-69,33.8423585424873,54.596973269026,49.8208803830027,61.3740753104152,58.0500932574001,19.3887945025736,21.0792745423304,8.1019289540692,11.3032910910075,12.96265464634,16.2029521813358,6.44107411763444,8.0377177907278,361.20206858835
,,Totals,5223171.6019757,5639273.19515775,5548443.77086838,5733004.05817772,5433113.01578907,5479971.3230294,6332841.58630435,6719036.62707178,6762681.55146802,6557269.0354156,6756391.25592476,6860152.94348715,6402297.81974044,79447647.7844101
,,От 70,,11.2405533200936,3.2142503472905,1.61510724501093,3.22500518096667,3.23146575042894,,,,,,,,22.5263818437906
,Totals Result,,5223795.26829741,5639971.71525693,5549165.37007135,5733821.3024437,5433911.20457136,5480414.03383721,6333050.75756711,6719242.41606722,6762901.15826636,6557461.85490347,6756665.08581663,6860391.2632295,6402492.33251097,79453283.7628392
,,,,,,,,,,,,,,,,
,Жен,???,11.2807861808291,16.0579333144194,16.0712517364525,14.5359652050983,11.2875181333834,12.9258630017158,17.8363092281257,12.9630863265107,12.9180469611514,6.48132732317002,12.9623617450687,11.2718797058603,14.46789202331,171.060220885095
,,0-13,12.8923270638047,,3.2142503472905,3.23021449002185,1.61250259048334,4.84719862564341,1.62148265710234,3.24077158162768,1.61475587014393,32.4066366158501,9.7217713088015,4.83080558822583,1.60754355814556,80.8402602971407
,,14-21,3825.79805618404,4496.22132803744,4331.20234297395,4669.27504532659,4435.99462641966,4882.74474889812,5287.65494481072,6248.20760937817,6966.05682380091,7518.33969487722,7845.46944620281,7671.31927410262,5689.09665227714,73867.3805932894
,,14-22,19008.124714697,21732.8069477352,22652.4293225298,25098.7665874698,23713.4630956479,25683.6897844092,29180.2018972137,30166.7222675813,30050.6067433785,30753.8981484417,30177.998437738,29065.3469558254,28321.7024074085,345605.757310076
,,22-29,140357.153202759,155638.307063347,149183.001368794,152107.570120639,142179.190910687,144512.764092057,157304.897013469,174627.356290217,177022.456532139,168282.802950617,172227.659916291,167913.971441142,134726.618064621,2036083.74896678
,,22-30,248559.231167505,272434.079232445,286335.063687679,316979.332798599,292662.770162364,309950.884651017,359905.912053092,375023.707811746,391951.307115906,393035.790536184,408795.622649449,417842.139622122,411151.770605541,4484627.61209365
,,30-39,468823.027511725,500241.555990788,475361.912361486,472026.398105158,439931.019248616,441581.41052899,492089.178260074,537491.689127696,534837.824553202,495594.693766195,505634.186656421,504614.679866364,431173.725622244,6299401.30159896
,,30-40,308239.42468674,335633.287378006,356245.008741248,391846.014033836,359201.077056068,380057.534106573,448709.652734615,473956.362269885,503543.855789813,502968.823928132,518172.031054338,543544.531833347,550662.438299204,5672780.0419118
,,40-54,714584.623706385,747989.774338977,707676.677587428,689696.016622526,649378.980726497,635937.918088538,715242.485978469,784785.246206959,778982.453095483,728611.373688804,739400.658957425,766458.835164969,678817.418298126,9337562.46246058
,,40-55,294749.215955351,316879.227060096,335064.706077777,367104.186147513,336127.777488842,357311.246689304,417032.367545464,443036.160609575,467263.520899419,472592.463096265,493209.762923772,524451.577880149,532383.06049953,5357205.27287306
,,55-59,232990.134697078,243887.891179402,228057.490640955,226992.017535571,209464.086503785,200200.613369199,230198.649863505,255214.002824761,252357.276897833,236079.107082806,242148.25946441,247801.003453632,219357.356226752,3024747.88973969
,,55-60,48069.0414573957,51356.4823261762,54661.5414060222,60862.0863137467,55607.1518328178,59051.8051233384,68627.6319791993,73003.241033536,77149.8059637366,78472.670565281,83360.9483825366,88764.4424151202,89305.4748292185,888292.323628125
,,60-69,264420.016537751,280676.616402737,264891.192495731,269496.794902523,247661.047867155,237881.119752076,273741.945137331,309681.650797178,305502.12209601,289136.872882107,301509.395075952,308400.239020866,282924.451146502,3635923.46411392
,,60-70,46297.9580270056,48949.3981223447,52376.2094090987,56851.7750243846,52051.5836208021,54243.3840867001,64496.0941689026,68697.8759873436,71825.9558598721,71584.639952582,77561.9117968365,83949.7395121884,83600.3027413599,832486.828309421
,,От 70,13849.5823482922,15380.2885285509,15749.8267017234,16884.3311393442,15802.5253867367,16272.0457862849,19782.0884166485,22372.6666137667,23526.993027997,22945.5190558527,24607.4234777947,26208.7305846545,25458.6673303512,258840.688397998
,Жен Result,,2803797.50518211,2995311.99383196,2952605.54764553,3050632.33055633,2828229.56854716,2867584.93386901,3281618.21778468,3554321.09330753,3620994.76820142,3497615.88331208,3604674.01237222,3716702.65970978,3473588.15815872,42247676.6724785
,,,,,,,,,,,,,,,,
,Муж,???,14.5038679467803,12.8463466515355,9.64275104187149,8.07553622505463,4.83750777145001,4.84719862564341,4.86444797130701,1.62038579081384,3.22951174028786,,8.10147609066792,16.1026852940861,,88.6717151494981
,,0-13,,3.21158666288388,8.03562586822624,12.9208579600874,6.45001036193334,6.46293150085787,4.86444797130701,3.24077158162768,1.61475587014393,12.96265464634,6.48118087253434,14.4924167646775,9.64526134887336,90.3825014094926
,,14-21,2394.74975210172,3513.47580919497,3403.89111778064,3666.2934461748,4052.21900988462,4530.51498210137,5010.38141044622,6210.93873618945,5937.45733451923,6294.98916262888,6605.94360433062,6054.60967057637,4341.97515055116,62017.4391864801
,,14-22,13029.3080388576,15643.6386349074,16113.0369909673,18313.7010511789,17139.2900342474,18572.8494005903,22444.5629396105,22320.8142684607,21682.9418242927,22059.1975444092,21177.2585010059,18917.4346834923,18973.836616792,246387.870528812
,,22-29,150998.157653046,175237.014673596,172097.392094628,175318.276338691,174832.368367975,176948.601561988,197404.16312361,205983.441728255,199268.948155112,189596.647852862,195290.942051205,182045.688055232,144076.091398796,2339097.73305499
,,22-30,233649.254918215,257058.608083889,269587.212253122,295309.438892288,282365.328619537,293890.499871385,351688.237946897,352907.062152928,365285.228676349,370096.752807654,381555.219442187,385382.346606304,379613.373538283,4218388.56380904
,,30-39,522192.426933228,576686.953327413,541538.505636677,543595.030346083,532993.381253181,528333.340065005,601096.592849093,624986.04028848,599655.739936649,564395.603633476,578160.220915298,553719.81867068,473096.854075122,7240450.50793038
,,30-40,313115.947398624,342584.766709818,359031.763792349,390558.773559562,369246.968194779,383705.858938807,462758.17847575,473361.680684656,490291.554363541,485756.038889623,502547.524265876,519946.046534864,524592.904416757,5617498.00622501
,,40-54,604848.358821045,651341.89109948,613880.03107797,606742.49341152,601129.678214054,582416.766597059,670695.492939897,697206.634985053,675323.200011594,645956.626668247,660030.497697152,649854.460144903,579067.732971636,8238493.86463961
,,40-55,236055.285456498,254977.49992634,266914.56308935,293594.194998086,277721.321158945,288673.298417318,347371.851113691,357458.725839324,367728.354307877,365896.85270224,379602.763704336,398684.774927748,404843.769683378,4239523.25532513
,,55-59,140763.261505268,149311.481337466,140570.417563229,137510.23084023,136014.593507269,130197.370817657,151055.702852997,161630.241862099,155961.195717851,151248.254413496,155789.764928326,152944.915191759,136866.258540513,1899863.68907816
,,55-60,39706.7558156354,42450.7525099992,44363.0832933035,48676.1021501393,45430.6479842775,46840.0960524675,56041.683594771,59119.775577843,59385.8766362833,60994.1511065223,64421.3175777732,67779.4229398672,67648.6480138815,702858.313252764
,,60-69,131203.600987457,141229.523500319,132676.218710284,130865.679634255,127889.192953824,122260.890934604,141334.914323668,156399.636529352,153187.045132944,148211.75256259,154372.006612459,153057.633988818,139341.875620057,1832029.97149063
,,60-70,24928.9259187493,26457.0509288374,28216.2966736896,30452.847104681,28615.4709707173,29041.1826991049,35781.2577942773,37599.4318900444,38413.4273948539,39375.6838200886,41939.7214261697,44496.5502731481,45554.5693507289,450872.41624509
,,От 70,5849.89340520137,6753.96675204481,6706.53334962162,6930.42518834189,6643.51067279134,6521.0978843656,8319.82751359209,9318.83868297039,9341.36270878263,9564.81879716815,9935.65027759514,10292.8364399798,10487.6141733416,106666.375845796
,Муж Result,,2418750.43047187,2643262.68122662,2595116.62401988,2681554.48335542,2604085.25845962,2611943.67835258,3051012.57577424,3164508.12438303,3141467.17646826,3059460.33261565,3151443.41366068,3143207.13322943,2928515.14881119,37194327.0608285
,,,,,,,,,,,,,,,,
2.2.5.1 Кредитные карты. Количество транзакций cash Result,,,10446343.2039514,11278546.3903155,11096887.5417368,11466008.1163555,10866226.0315781,10959942.6460588,12665683.1726087,13438073.2541436,13525363.102936,13114538.0708312,13512782.5118495,13720305.8869743,12804595.6394809,158895295.56882
,,,,,,,,,,,,,,,,
2.2.5.2 Кредитные карты. Количество транзакций pos,???,40-54,6.44616353190234,9.63475998865165,16.0712517364525,16.1510724501093,16.1250259048334,42.0090547555762,108.639338025857,35.6484873979045,11.3032910910075,21.0643138003026,16.2029521813358,9.66161117645166,24.1131533721834,333.070475412567
,,55-59,12.8923270638047,16.0579333144194,,,,,,,,,,,,28.9502603782241
,,60-69,,,54.6422559039385,22.611501430153,14.51252331435,30.6989246290749,55.1304103414795,37.2688731887183,24.2213380521589,17.8236501387175,17.8232473994694,67.6312782351616,,342.364002633222
,??? Result,,19.338490595707,25.6926933030711,70.713507640391,38.7625738802622,30.6375492191834,72.7079793846511,163.769748367336,72.9173605866228,35.5246291431664,38.8879639390201,34.0261995808053,77.2928894116133,24.1131533721834,704.384738424013
,,,,,,,,,,,,,,,,
,Totals,14-21,30.6192767765361,78.6838732406551,125.355763544329,92.0611129656228,191.887808267517,105.02263688894,79.4526501980145,119.908548520224,209.918263118711,341.890016297218,155.548340940824,17.7129538234947,72.3394601165502,1620.40070469864
,,22-29,4571.94148500173,5104.81700065393,5854.75700758964,7292.20921122433,8039.93791614991,3751.731736248,2069.01187046258,1400.01332326316,1705.18219887199,1975.18450173606,2772.32511822656,2520.07024852447,1929.05226977467,48986.2338877271
,,30-39,5679.07007160596,5800.12551316829,6483.14295048493,8028.69811494931,7967.37529957816,5096.02148842643,2555.45666759328,1618.76540502303,2263.88772994179,2569.84628363691,2718.85537602815,2995.09946470001,2316.47026728775,56092.814632424
,,40-54,5814.43950577591,7654.81681098374,9594.53728666214,10540.1898809413,12084.0944130821,7356.43178085148,4937.41469087662,4162.77109660076,5417.50594433288,6319.29414009077,6722.60486003624,5916.12657704723,5793.5869835566,92313.8139708378
,,55-59,900.851353583352,1164.20016529541,1603.91092329796,1716.85900144662,1449.63982884452,736.774191097798,788.040571351736,554.171940458333,976.927301437077,970.57876664471,1148.78930965671,1037.01293293914,980.601570468792,14028.3578565222
,,60-69,821.885850317548,1596.15857145329,1652.12467850732,1986.58191136344,1609.27758530237,1066.38369764155,741.017574295768,502.319595152291,334.254465119793,743.732310333759,751.816981213983,1014.46917352742,561.032701792801,13381.0550960213
,,Totals,225458303.46851,243061185.415956,236952410.982776,250973404.477724,242827303.676751,240211525.208388,274368918.971905,300665122.630042,309772834.880391,311726847.385324,321872053.396631,314555158.759214,308887965.923746,3581333035.17736
,,От 70,17.7269497127314,27.298486634513,43.3923796884217,146.974759295994,106.4251709719,25.8517260034315,24.3222398565351,43.7504163519737,59.7459671953254,29.1659729542651,30.7856091445381,20.9334908823119,25.720696930329,602.09386562227
,Totals Result,,225476140.003003,243082611.516377,236977768.203766,251003208.051717,242858752.314773,240229663.425645,274380113.688169,300673524.330368,309783802.302261,311739797.077316,321886354.122227,314568680.184055,308899644.727696,3581560059.94737
,,,,,,,,,,,,,,,,
,Жен,???,881.512862987645,949.023858882188,768.205833002429,794.632764545376,619.200994745601,652.756081586645,744.260539609973,844.220997014011,734.713920915488,609.244768377982,319.198157972316,272.135381470055,154.324181581974,8343.43034269168
,,0-13,302.96968599941,412.688886180579,269.997029172402,369.859559107502,561.150901488201,402.317485928403,379.426941761947,264.122883902656,216.377286599286,1221.73020041755,878.200008228403,703.687347351562,487.085698118105,6469.613914256
,,14-21,306207.271633308,358531.900284368,358711.945882793,408095.608025891,380426.4486546,400171.792670118,448033.494466604,527294.601346104,565556.94022682,604009.476232691,627128.782997731,611766.778618801,604195.246329009,6200130.28736884
,,14-22,247903.334028134,286043.177716416,301356.862685741,326988.152395932,315039.468610501,327557.525792229,378415.136583915,407463.831343839,421656.356103074,434273.235629853,433138.938006688,411212.664086547,402059.50424067,4693108.18722354
,,22-29,11986446.0911256,13159169.6446404,12756181.6056437,13643705.668021,13187291.2853665,13270956.0764027,14820515.2556637,16694834.802755,17262357.088581,17456440.8172324,18002738.8428486,17242538.0266559,16809557.3207846,196292732.525721
,,22-30,3751855.72585047,3977407.16637519,4118653.61025867,4492537.08971953,4317893.32419007,4347615.63635997,5096491.8684343,5459949.87642149,5822659.49544308,5961335.29302758,6257693.55309717,6372943.65615516,6256995.17260678,66234031.4679395
,,30-39,36412195.7653608,38736355.0217942,37251811.539951,39349526.4646006,37791050.9237747,37956525.2614153,42555565.870287,47537880.1732493,48961233.9601883,48330348.8427218,49348868.0542622,48383835.1192523,48202203.236256,560817400.233113
,,30-40,5194760.13620884,5438998.65086032,5644707.35451938,6186744.21205487,5841456.7217927,5895098.3391925,7005098.56704303,7447032.21246809,8124427.78334258,8156944.87602916,8493919.69397596,9003882.50319795,8867162.04042417,91300233.0911096
,,40-54,36312217.3805218,38749058.4528392,37635843.7429446,39725037.2839584,37813393.7596684,37748346.1591083,42306990.9574705,47082235.7908014,48438028.8369236,48549529.5091412,49832054.6709666,49033584.9119428,48346962.533667,561573283.989954
,,40-55,3815584.11006774,3957055.3416925,4126306.74033557,4557776.11666726,4251316.31723419,4305519.33202913,5036785.63403448,5357277.37155816,5809164.98063629,5887169.46446854,6156869.06285359,6508847.09950019,6361753.96366045,66131425.5347381
,,55-59,8727357.66722607,9359392.12500266,9060505.66271156,9763418.5874185,9002532.62505708,8932458.02065755,10133305.0676739,11260354.1501935,11328673.4385303,11399010.1246478,11875359.152965,11424175.6828347,11056465.9670013,133323008.27192
,,55-60,518811.414160745,535949.582302062,563914.509429339,623856.169779655,569373.052197075,579674.86790782,679323.402158338,721911.036751801,777430.672704275,789605.524795326,841916.737408737,871507.923217998,833064.437789309,8906339.33060248
,,60-69,10140851.4564701,11011682.8081498,10704078.8281699,11746309.9787271,10685470.9411953,10731502.2534966,12341409.3419454,13821701.2105045,13859249.4037174,13984578.4880389,14761257.2442115,14308918.6144087,14045040.5506883,162142051.119724
,,60-70,420305.977688862,437602.769717901,460033.152455258,515380.721882987,469713.942094843,475090.094628062,569166.356365434,608095.138805036,639131.676694058,638250.328480998,681700.32594447,711022.120503019,688195.827416347,7313688.43267728
,,От 70,250849.230762214,288512.887860174,302470.600431078,346589.093921385,335195.750991542,349125.943943467,424145.811962172,493935.71907062,516224.533638053,535360.877557505,586546.868964357,595742.996482656,613149.26394788,5637849.5795331
,Жен Result,,118086530.043654,126297121.24198,123285614.358281,131687129.639497,124961334.912724,125320696.377171,141796370.45157,157421074.25915,162526746.257936,162728687.832973,167900389.326669,165480953.919585,163087446.474691,1870580095.09588
,,,,,,,,,,,,,,,,
,Муж,???,1173.20176280623,1347.26060507979,967.48935453444,854.39173261078,809.476300422635,935.509334749177,715.073851782131,816.674438570175,705.648315252897,635.170077670662,437.479708896068,252.812159117152,117.350679744626,9767.53832123676
,,0-13,194.996446840046,101.164979880842,115.713012502458,114.672614395776,53.2125854859501,24.235993128217,134.583060539494,93.9823758672027,146.942784183098,1461.53931137484,904.12473171854,755.215940292638,787.696343491325,4888.08017970042
,,14-21,154226.074041646,204945.797098604,214175.143391008,246925.671153495,246864.471587456,267668.77103953,310888.491328888,364019.667906329,379210.88330047,411847.843091685,426024.221703863,409885.802818314,383138.716561297,4019821.55502259
,,14-22,187312.619910018,215279.077186432,224840.026043318,246567.117345103,239006.74646403,245336.111238315,294518.002422783,302639.454150301,312744.302173606,320948.847716056,318174.131394456,295514.870248539,280683.535426447,3483564.8417194
,,22-29,11055257.4804202,12487994.6001043,12204371.9630223,12930298.2619345,12939115.849173,12836826.4258942,14562722.2139417,16026025.428754,16393159.8397764,16689694.9339059,17167377.8198924,16174723.8772862,15590984.6472293,187058553.341334
,,22-30,3965853.85124168,4206227.89872567,4340817.77288787,4693091.41676152,4574486.02390591,4520248.61541226,5430804.29822769,5661793.23245422,6068087.85490213,6268626.36374189,6492683.34828787,6623754.25149026,6409626.61082202,69256101.538861
,,30-39,35420534.0830217,38793962.8575597,37297963.3535626,38926092.1830689,38678286.9366182,37669005.5962708,42994201.251273,46741254.7680689,47651637.8838959,47725049.5823517,48966468.6610113,46834903.3283974,45959363.286562,553658723.771662
,,30-40,6992147.13689094,7279550.93839241,7443237.92209543,8040515.85466106,7720231.86504255,7640682.81838933,9228113.99582922,9524154.52575283,10250852.9608149,10403173.6254247,10801688.3499162,11204718.6260357,10958645.3339445,117487713.95319
,,40-54,31897412.4123964,34633745.7551598,33361694.343635,34572389.7121305,34413544.9228156,33162540.798017,38027943.6268918,41246291.5954795,42100785.3998065,42603716.9950526,44068637.0350467,42284331.162076,41568308.2236371,493941341.982145
,,40-55,4575088.82434619,4737594.5468598,4896265.94690244,5293749.80118108,5049914.67518143,4981511.26809423,6004136.24353922,6151882.15565745,6573769.64746401,6668172.64757419,6905745.20824666,7188554.3279118,7060564.40119123,76086949.6941497
,,55-59,6117779.8461784,6613508.00934358,6319245.11102624,6534770.75142431,6447381.98271086,6219222.4326249,7132725.46698356,7790050.06013968,7893669.48096379,8059989.08027003,8395407.36500866,7995638.62780521,7750030.18801851,93269418.4024977
,,55-60,566521.082001237,587177.601161723,605950.475471205,666054.076770056,619704.095553832,609107.057962727,738154.035923325,772215.913627616,822716.501082462,832798.710408762,875234.867979218,896413.946562361,869480.12201198,9461528.4865165
,,60-69,5929087.74727256,6454282.35997779,6193722.20646386,6512443.50886928,6341390.5749358,6154234.42491802,7148818.6823553,7915770.93249155,8004641.96338356,8187138.13936415,8668772.23214563,8265002.73713616,8080621.52075115,93855927.0300648
,,60-70,326451.448205247,340693.142165379,348267.239379273,385992.865377916,357198.348838688,356464.602662691,434422.769042887,450170.719246529,481859.29920965,493993.805917372,525521.690163792,538900.517394532,522260.358713888,5562196.80631784
